Downloaded from FDA Regulatory Status of Color Additives; http://hfpappexternal.fda.gov/scripts/fdcc/?set=ColorAdditives; Last updated 2/14/2025; downloaded 4/11/2025.

"See End Note descriptions at https://www.hfpappexternal.fda.gov/scripts/fdcc/index.cfm?set=ColorAdditives."

CAS Reg No or other ID code,Color,See also,EEC No,Status,Use,Former use,RESTRICTIONS,End Notes Detail,END NOTES,Other names,RegnumCA1,RegnumCA2,RegnumCA3,RegnumCA4,RegnumCA5,RegnumCA6,RegnumO1,RegnumO2,RegnumO3,RegnumO4,RegnumO5,RegnumO6,RegnumO7,RegnumO8,RegnumO9,RegnumO10,RegnumO11,RegnumO12,RegnumO13,Citation 1a,Date FR 1a inc estimates,Text2 Date Actual FR 1a,Action 1a,Citation 1b,Date FR 1b,Action 1b,Citation 1c,Date FR 1c,Action 1c,Citation 1d,Date FR 1d,Action 1d,Citation 1e,Date FR 1e,Action 1e,Limitations 1,Citation 2a,Date FR 2a,Action 2a,Citation 2b,Date FR 2b,Action 2b,Citation 2c,Date FR 2c,Action 2c,Citation 2d,Date FR 2d,Action 2d,Citation 2e,Date FR 2e,Action 2e,Limitations 2,Citation 3a,Date FR 3a,Action 3a,Citation 3b,Date FR 3b,Action 3b,Citation 3c,Date FR 3c,Action 3c,Citation 3d,Date FR 3d,Action 3d,Limitations 3,Citation 4a,Date FR 4a,Action 4a,Citation 4b,Date FR 4b,Action 4b,Citation 4c,Date FR 4c,Action 4c,Citation 4d,Date FR 4d,Action 4d,Citation 4e,Date FR 4e,Action 4e,Citation 4f,Date FR 4f,Action 4f,Limitations 4,Citation 5a,Date FR 5a,Action 5a,Citation 5b,Date FR 5b,Action 5b,Citation 5c,Date FR 5c,Action 5c,Citation 5d,Date FR 5d,Action 5d,Citation 5e,Date FR 5e,Action 5e,Citation 5f,Date FR 5f,Action 5f,Limitations 5,Citation 6a,Date FR 6a,Action 6a,Citation 6b,Date FR 6b,Action 6b,Citation 6c,Date FR 6c,Action 6c,Citation 6d,Date FR 6d,Action 6d,Citation 6e,Date FR 6e,Action 6e,Limitations 6,Citation 7a,Date FR 7a,Action 7a,Citation 7b,Date FR 7b,Action 7b,Citation 7c,Date FR 7c,Action 7c,Citation 7d,Date FR 7d,Action 7d,Limitations 7,Citation 8a,Date FR 8a,Action 8a,Citation 8b,Date FR 8b,Action 8b,Citation 8c,Date FR 8c,Action 8c,Citation 8d,Date FR 8d,Action 8d,Limitations 8,Citation 9a,Date FR 9a,Action 9a,Citation 9b,Date FR 9b,Action 9b,Citation 9c,Date FR 9c,Action 9C,Limitations 9,Citation 10a,Date FR 10a,Action 10a,Citation 10b,Date FR 10b,Action 10b,Citation 10c,Date FR 10c,Action 10c,Limitations 10,Citation 11a,Date FR 11a,Action 11a,Citation 11b,Date FR 11b,Action 11b,Citation 11c,Date FR 11c,Action 11c,Limitations 11,Citation 12a,Date FR 12a,Action 12a,Citation 12b,Date FR 12b,Action 12b,Action 12c,Date FR 12c,Citation 12c,Limitations 12,Citation 13a,Date FR 13a,Action 13a,Citation 13b,Date FR 13b,Action 13b,Citation 13c,Date FR 13c,Action 13c,Limitations 13
" 6372-96-9"," Ext. D&C Yellow No. 4",,," Delisted, formerly subject to certification"," None"," formerly External Drugs, External Cosmetics",," none",,,,,,,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1931)",05/09/1939,," Specifications"," Public Law 86-618",07/12/1960," Delisting",,,,,,,,,," External drugs and cosmetic use. No batch ever certified.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 2512-29-0"," Ext. D&C Yellow No. 5",,," Delisted, formerly subject to certification"," None"," formerly External Drugs, External Cosmetics",," none",," &diams; C.I. PIGMENT YELLOW 1<br />&diams; C.I. 11680",=T("81.30"),,,,,,,,,,,,,,,,,,," 4 FR 3931",09/16/1939,," Specifications",,,,,,,,,,,,," External drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional external drug and cosmetic use."," 28 FR 317",01/11/1963," Delisting"," 31 FR 5490",04/07/1966," Cancellation of certification",,,,,,," Provisional external drug and cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 6054-99-5"," Ext. D&C Yellow No. 6",,," Delisted, formerly subject to certification"," None"," formerly External Drugs, External Cosmetics",," none",," &diams; C.I. MORDANT YELLOW 10<br />&diams; C.I. 14010",=T("81.30"),,,,,,,,,,,,,,,,,,," 25 FR 9759",10/12/1960,," Provisional Regulation",,,,,,,,,,,,," Provisional external drug and cosmetic use. No interest."," 28 FR 317",01/11/1963," Delisting"," 31 FR 5490",04/07/1966," Cancellation of certification",,,,,,,,,," Provisional external drug and cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 846-70-8"," Ext. D&C Yellow No. 7"," FD&C Yellow No. 1",," Permanently listed, certification required"," Drugs, Cosmetics",," Externally applied drugs. Externally applied cosmetics.",,=T("6")," &diams; FD&C YELLOW NO. 1<br />&diams; 2-NAPHTHALENESULFONIC ACID, 8-HYDROXY-5,7-DINITRO-, DISODIUM SALT<br />&diams; ACID YELLOW 1<br />&diams; C.I. 10316<br />&diams; C.I. ACID YELLOW 1<br />&diams; D&C YELLOW NO. 1<br />&diams; DISODIUM 8-HYDROXY-5,7-DINITRO-2-NAPHTHALENESULFONATE<br />&diams; NAPHTHOL YELLOW<br />&diams; NAPHTHOL YELLOW B<br />&diams; NAPHTHOL YELLOW L<br />&diams; NAPHTHOL YELLOW S"," 74.1707a"," 74.2707a"," 82.2707a",,,,,,,,,,,,,,,,," 22 FR 478",01/24/1957,," Proposed Rule; change from FD&C Yellow No. 1 to Ext. D&C Yellow No. 7; specifications"," 22 FR 3173",05/04/1957," Final Rule; specifications"," 22 FR 6613",08/17/1957," Order staying effectiveness of amendments"," 24 FR 883",02/06/1959," Final Rule",,,," External drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional external drug and cosmetic use."," 41 FR 51591",11/23/1976," Final Rule"," 42 FR 10981",02/25/1977," Final Rule; confirmation of effective date",,,,,,," External drug and cosmetic use."," 50 FR 23815",06/06/1985," Proposed Rule",,,,,,,,,,,,,,,," Proposal to change name to D&C Yellow No. 12.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 549-34-8"," Ext. D&C Yellow No. 8"," FD&C Yellow No. 2",," Delisted, formerly subject to certification"," None"," formerly External Drugs, External Cosmetics",," none",," &diams; DIPOTASSIUM FLAVIANATE<br />&diams; 2-NAPHTHALENESULFONIC ACID, 8-HYDROXY-5,7-DINITRO-, DIPOTASSIUM SALT<br />&diams; DIPOTASSIUM 8-HYDROXY-5,7-NITRO-2-NAPHTHALENESULFONATE<br />&diams; FD&C YELLOW NO. 2<br />&diams; FLAVIANIC ACID, POTASSIUM DERIV., POTASSIUM SALT",,,,,,,,,,,,,,,,,,,," 22 FR 478",01/24/1957,," Proposed Rule; change from FD&C Yellow No. 2 to Ext. D&C Yellow No. 8; specifications"," 22 FR 3173",05/04/1957," Final Rule; specifications"," 22 FR 6613",08/17/1957," Order staying effectiveness of amendments"," 24 FR 883",02/06/1959," Final Rule",,,," External drug and cosmetic use."," Public Law 86-618",07/12/1960," Delisting",,,,,,,,,,,,," No batch ever certified.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 85-84-7"," Ext. D&C Yellow No. 9"," FD&C Yellow No. 3",," Delisted, formerly subject to certification"," None"," formerly External Drugs, External Cosmetics",," none",," &diams; C.I. SOLVENT YELLOW 5<br />&diams; 1-(PHENYLAZO)-2-NAPHTHALENAMINE<br />&diams; 1-PHENYLAZO-2-NAPHTHYLAMINE<br />&diams; 2-NAPHTHALENAMINE, 1-(PHENYLAZO)-<br />&diams; C.I. 11380<br />&diams; C.I. FOOD YELLOW 10<br />&diams; FD&C YELLOW NO. 3<br />&diams; OIL YELLOW AB<br />&diams; SOLVENT YELLOW 5<br />&diams; YELLOW AB<br />&diams; YELLOW NO. 2",=T("81.10"),=T("81.30"),,,,,,,,,,,,,,,,,," 22 FR 478",01/24/1957,," Proposed Rule; change from FD&C Yellow No. 3 to Ext. D&C Yellow No. 9; specifications"," 22 FR 3173",05/04/1957," Final Rule; specifications"," 22 FR 6613",08/17/1957," Order staying effectiveness of amendments"," 24 FR 883",02/06/1959," Final Rule; response to objection",,,," External drug and cosmetic use.  &beta;-Naphthylamine possible impurity."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional external drug and cosmetic use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 3844-45-9"," FD&C Blue No. 1",," E133"," Permanently listed, certification required"," Foods, Drugs, Cosmetics",," Foods generally. Added Mn spec. Ingested drugs generally; externally applied drugs including eye area use (includes lakes). Cosmetics generally. Allows MnO2 in manufacture. Eye area use (includes lakes).",," 5, 6"," &diams; ACID BLUE 9<br />&diams; BENZENEMETHANAMINIUM, N-ETHYL-N-(4-((4-(ETHYL((3-SULFOPHENYL)METHYL)AMINO)PHENYL)(2-SULFOPHENYL)METHYLENE)-2,5-CYCLOHEXADIEN-1-YLIDENE)-3-SULFO-, INNER SALT, DISODIUM SALT<br />&diams; BRILLIANT BLUE<br />&diams; BRILLIANT BLUE FCF<br />&diams; C.I. 42090<br />&diams; C.I. ACID BLUE 9<br />&diams; C.I. ACID BLUE 9, DISODIUM SALT<br />&diams; C.I. FOOD BLUE 2<br />&diams; D&C BLUE NO. 1<br />&diams; DISODIUM ETHYL(4-(P-(ETHYL(M-SULFOBENZYL)AMINO)-ALPHA-(O-SULFOPHENYL)BENZYLIDENE)-2,5-CYCLOHEXADIENE-1-YLIDENE)(M-SULFOBENZYL)AMMONIUM HYDROXIDE INNER SALT<br />&diams; FOOD BLUE NO. 1<br />&diams; PATENT BLUE AE",=T("74.101"),=T("74.1101"),=T("74.2101"),=T("82.101"),,,,,,,,,,,,,,,," SRAFD #3 Sup. #2",09/01/1929," (September 1929)",,,,,,,,,,,,,," Food use."," 4 FR 1922 (at page 1926)",05/09/1939," Specifications",,,,,,,,,,,,," Food, drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,," Provisional food, drugs and cosmetic use."," 34 FR 7445",05/08/1969," Listing of Color Additive",,,,,,,,,,,,,,,," Food and ingested drugs generally GMP."," 38 FR 21199",08/06/1973," Notice of Filing"," 47 FR 42565",09/28/1982," Final Rule"," 47 FR 54429",12/03/1982," Final Rule; confirmation of effective date",,,,,,,,,," Drug and Cosmetics use generally GMP."," 58 FR 17506",04/05/1993," Final Rule"," 58 FR 41182",08/03/1983," Final Rule; confirmation of effective date",,,,,,,,,," The safe use of manganese dioxide as an oxidizing agent in manufacturing."," 57 FR 35833",08/11/1992," Notice"," 59 FR 7636",02/16/1994," Final Rule"," 59 FR 8507",02/22/1994," Correction"," 59 FR 25322",05/16/1994," Final Rule; confirmation of effective date"," For coloring drugs and cosmetics intended for use in the eye area."," 62 FR 15389",04/01/1997," CFR Correction",,,,,,,,,," Revision of Code of Federal Regulations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 860-22-0"," FD&C Blue No. 2",," E132"," Permanently listed, certification required"," Foods, Drugs, Cosmetics, Devices",," Foods generally. Ingested drugs. Nylon surgical sutures NTE 1% general surgery; suture listing moved from 74.1102 to 74.3102. Bone cement (Al lake) NTE 0.1%.",,=T("3")," &diams; (DELTA2,2'-BIINDOLINE)-5,5'-DISULFONIC ACID, 3,3'-DIOXO-, DISODIUM SALT<br />&diams; 1H-INDOLE-5-SULFONIC ACID, 2-(1,3-DIHYDRO-3-OXO-5-SULFO-2H-INDOL-2-YLIDENE)-2,3-DIHYDRO-3-OXO-, DISODIUM SALT<br />&diams; ACID BLUE 74<br />&diams; C.I. 73015<br />&diams; C.I. ACID BLUE 74<br />&diams; C.I. FOOD BLUE 1<br />&diams; DISODIUM 2-(1,3-DIHYDRO-3-OXO-5-SULFO-2H-INDOL-2-YLIDENE)-2,3-DIHYDRO-3-OXO-1H-INDOLE-5-SULFONATE<br />&diams; DISODIUM 3,3'-DIOXO-(DELTA2,2'-BIINDOLINE)-5,5'-DISULFONATE<br />&diams; DISODIUM 5,5'-DISULFOINDIGO<br />&diams; FOOD BLUE NO. 2<br />&diams; INDIGO CARMINE<br />&diams; INDIGOTINDISULFONATE SODIUM<br />&diams; INDIGOTINE<br />&diams; SODIUM INDIGOTINDISULFONATE",=T("74.102"),=T("74.1102"),=T("74.3102"),=T("82.102"),,,,,,,,,,,,,,,," FID 76",07/13/1907,,,,,,,,,,,,,,," Food use."," 4 FR 1922 (at page 1926)",05/09/1939," Specifications",,,,,,,,,,,,," Food, drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,," Provisional food, drugs and cosmetic use."," 36 FR 2967",02/13/1971," Final Rule",,,,,,,,,,,,,,,," Nylon surgical sutures 1% by weight."," 40 FR 44812",09/30/1975," Correction",,,,,,,,,,,,,,,," Food and ingested drugs; update and correction"," 33 FR 9627",07/02/1968," Notice of Filing"," 48 FR 5252",02/04/1983," Final Rule"," 48 FR 8052",02/25/1983," Correction",,,,,,," Food use. Mixed specifications for drug use.  Ingested drug use."," 48 FR 5261",02/04/1983," Postponement of Closing Date",,,,,,,,,,," 49 FR 3804",01/30/1984," Incorporation by Reference; proposed updating of text"," 49 FR 10087 (at 10090)",03/19/1984," Final Rule"," 49 FR 23832",06/08/1984," Final Rule; confirmation of effective date",,,," Drug use. Incorporated by reference  the United States Pharmacopeia XX (1980), specifications; no substantive changes to regulations."," 52 FR 8113",03/16/1987," Notice"," 52 FR 28553",07/31/1987," Final Rule",,,," Food and ingested drug use."," 64 FR 48288",09/03/1999," Final Rule"," 64 FR 62582",11/17/1999," Final Rule; confirmation of effective date",,,," Transfer listing to reflect the suture in which color additive is used in devices not drugs; bone cement (as aluminum lake on alumina, NTE 0.1%.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 16521-38-3"," FD&C Blue No. 2- Aluminum Lake on Alumina",,," Permanently listed, certification required"," Devices",," Bone cement NTE 0.1%."," none",,,=T("74.3102"),,,,,,,,,,,,,,,,,,," 57 FR 54598",11/19/1992,," Notice of Filing"," 64 FR 48288",09/03/1999," Final Rule"," 64 FR 62582",11/17/1999," Final Rule; confirmation of effective date",,,,,,," To color bone cement.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 4680-78-8"," FD&C Green No. 1",,," Delisted, formerly subject to certification"," None"," formerly Foods, Drugs, Cosmetics",," none",," &diams; C.I. ACID GREEN 3<br />&diams; ACID GREEN 3<br />&diams; BENZENEMETHANAMINIUM, N-ETHYL-N-(4-((4-(ETHYL((3-SULFOPHENYL)METHYL)AMINO)PHENYL)PHENYLMETHYLENE)-2,5-CYCLOHEXADIEN-1-YLIDENE)-3-SULFO-, INNER SALT, SODIUM SALT<br />&diams; C.I. 42085<br />&diams; C.I. ACID GREEN 3, SODIUM SALT<br />&diams; GUINEA GREEN<br />&diams; GUINEA GREEN B",=T("81.30"),,,,,,,,,,,,,,,,,,," FID 184",01/01/1922," (1922)",,,,,,,,,,,,,," Food use."," 4 FR 1922 (at page 1923)",05/09/1939," Specifications",,,,,,,,,,,,," Foods, drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation"," 30 FR 8333",06/30/1965," Delisting; cancellation of certification",,,,,,," Provisional food, drugs, and cosmetic use. No interest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 5141-20-8"," FD&C Green No. 2",,," Delisted, formerly subject to certification"," None"," formerly Foods, Drugs, Cosmetics",," none",," &diams; C.I. ACID GREEN 5<br />&diams; BENZENEMETHANAMINIUM, N-ETHYL-N-(4-((4-(ETHYL((3-SULFOPHENYL)METHYL)AMINO)PHENYL)(4-SULFOPHENYL)METHYLENE)-2,5-CYCLOHEXADIEN-1-YLIDENE)-3-SULFO-, INNER SALT, DISODIUM SALT<br />&diams; C.I. 42095<br />&diams; C.I. ACID GREEN 5, DISODIUM SALT<br />&diams; D&C GREEN NO. 2<br />&diams; LIGHT GREEN SF<br />&diams; LIGHT GREEN SF YELOWISH",=T("81.30"),,,,,,,,,,,,,,,,,,," FID 76",07/13/1907,,,,,,,,,,,,,,," Food use."," 4 FR 1922 (at page 1925)",05/09/1939," Specifications",,,,,,,,,,,,," Foods, drugs and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation"," 30 FR 8333",06/30/1965," Delisting"," 31 FR 5490",04/07/1966," Cancellation of certification",,,," Provisional food, drugs, and cosmetic use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 2353-45-9"," FD&C Green No. 3",,," Permanently listed, certification required"," Foods, Drugs, Cosmetics",," Foods generally. Drugs generally. Cosmetics generally.",,=T("5")," &diams; BENZENEMETHANAMINIUM, N-ETHYL-N-(4-((4-(ETHYL((3-SULFOPHENYL)METHYL)AMINO)PHENYL)(4-HYDROXY-2-SULFOPHENYL)METHYLENE)-2,5-CYCLOHEXADIEN-1-YLIDENE)-3-SULFO-, INNER SALT, DISODIUM SALT<br />&diams; C.I. 42053<br />&diams; C.I. FOOD GREEN 3<br />&diams; C.I. FOOD GREEN 3, DISODIUM SALT<br />&diams; D&C GREEN NO. 3<br />&diams; FAST GREEN FCF<br />&diams; FOOD GREEN NO. 3",=T("74.1203"),=T("74.203"),=T("74.2203"),=T("82.203"),,,,,,,,,,,,,,,," FID 209",01/01/1927," (1927)",,,,,,,,,,,,,," Food use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,,,,," Provisional food, drugs and cosmetic use."," 33 FR 17205",11/20/1968," Notice of Filing"," 47 FR 52143",11/19/1982," Final Rule"," 47 FR 54429",12/03/1982," Correction",,,," Foods, drugs and cosmetic use.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 977105-05-7"," FD&C Lakes",,," Provisionally listed, certification required"," Foods, Drugs, Cosmetics",,," none",,,=T("82.51"),,,,,,,,,,,,,,,,,,," 5 FR 1138",03/23/1940,," Finding of Fact",,,,,,,,,,,,," Foods, drugs, and cosmetic use."," 24 FR 909",02/06/1959," Notice of Filing"," 24 FR 3818",05/13/1959," Final Rule"," 24 FR 5302",06/30/1959," Final Rule; confirmation of effective date",,,,,,," Regulations revised."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,," Provisionally listed."," 30 FR 6490",05/11/1965," Proposed Rule",,,,,,,,,,,,,,,," Proposal to list."," 44 FR 36411",06/22/1979," Termination of Proposal",,,,,,,,,,,,,,,," Proposal cancelled. Intent to list."," 61 FR 8372",03/04/1996," Proposed Rule",,,,,,,,,,,,," Current and proposed regulatory status of straight colors used in lakes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 523-44-4"," FD&C Orange No.1"," Ext. D&C Orange No. 3",," Delisted, formerly subject to certification"," None"," formerly Foods, Drugs, Cosmetics",," none",," &diams; C.I. ACID ORANGE 20<br />&diams; C.I. 14600<br />&diams; ACID ORANGE 20<br />&diams; BENZENESULFONIC ACID, 4-((4-HYDROXY-1-NAPHTHALENYL)AZO)-, MONOSODIUM SALT<br />&diams; C.I. ACID ORANGE 20, MONOSODIUM SALT<br />&diams; D&C ORANGE NO. 1<br />&diams; EDICOL ORANGE IS<br />&diams; FD&C ORANGE NO. 1<br />&diams; MONOSODIUM 4-((4-HYDROXY-1-NAPHTHALENYL)AZO)BENZENESULFONATE;NAPHTHOL ORANGE",,,,,,,,,,,,,,,,,,,," FID 76",07/13/1907,,,,,,,,,,,,,,," Food use."," 4 FR 1922 (at page 1926)",05/09/1939," Specifications",,,,,,,,,,,,," Foods, drugs and cosmetic use."," 20 FR 8492",11/16/1955," Miscellaeous amendments; delisting"," 24 FR 8492",10/21/1959," Limitations of certificates; cancellation of certificates"," 25 FR 143",01/08/1960," Response to objections; amendment to include coloring shell eggs",,,," Not harmless. Relisted as Ext. D&C Orange No. 3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 2646-17-5"," FD&C Orange No. 2"," Ext. D&C Orange No. 4",," Delisted, formerly subject to certification"," None"," formerly Foods, Drugs, Cosmetics",," none",," &diams; C.I. SOLVENT ORANGE 2<br />&diams; 1-((2-METHYLPHENYL)AZO)-2-NAPHTHENOL<br />&diams; 1-(O-TOLYLAZO)-2-NAPHTHOL<br />&diams; 1-O-TOLYLAZO-2-NAPHTHOL<br />&diams; 2-NAPHTHALENOL, 1-((2-METHYLPHENYL)AZO)-<br />&diams; EXT. D&C ORANGE NO. 4<br />&diams; OIL ORANGE SS<br />&diams; OIL ORANGE TX<br />&diams; ORANGE SS<br />&diams; SOLVENT ORANGE 2<br />&diams; TOLUENEAZO-BETA-NAPHTHOL, O-",=T("81.30"),,,,,,,,,,,,,,,,,,," 4 FR 1922 (at page 1926)",05/09/1939,," Specifications",,,,,,,,,,,,," Foods, drugs and cosmetic use."," 20 FR 8492",11/16/1955," Miscellaeous amendments; delisting"," 24 FR 8492",10/21/1959," Limitations of certificates; cancellation of certificates"," 25 FR 143",01/08/1960," Response to objections; amendment to include coloring shell eggs",,,,,,," Not harmless. Relisted as Ext. D&C Orange No. 3.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 3564-09-8"," FD&C Red No. 1"," Ext. D&C Red No. 1",," Delisted, formerly subject to certification"," None"," formerly Foods, Drugs, Cosmetics",," none",," &diams; C.I. FOOD RED 6, DISODIUM SALT<br />&diams; 2,7-NAPHTHALENEDISULFONIC ACID, 3-HYDROXY-4-((2,4,5-TRIMETHYLPHENYL)AZO)-, DISODIUM SALT<br />&diams; C.I. 16155<br />&diams; D&C RED NO. 1<br />&diams;  DISODIUM 3-HYDROXY-4-((2,4,5-TRIMETHYLPHENYL)AZO)-2,7-NAPHTHALENEDISULFONATE<br />&diams; EXT. D&C RED NO. 15<br />&diams; FOOD RED 6<br />&diams; PONCEAU 3R<br />&diams; SCARLET F<br />&diams; SCHARLACH GN",=T("81.10"),=T("81.30"),,,,,,,,,,,,,,,,,," FID 76",07/13/1907,,,,,,,,,,,,,,," Food use."," 4 FR 1922 (at page 1925)",05/09/1939," Specifications",,,,,,,,,,,,," Food, drug and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation"," 25 FR 11214",11/26/1960," Delisting"," 25 FR 11214",11/26/1960," Cancellation of certification",,,," Provisional food, drug and cosmetic use; termination of listing"," 26 FR 162",01/10/1961," Relisting as Ext. D&C Red No. 15; specifications",,,,,,,,,,,,,,,," Relisted as D&C Red No. 15; certificates previously issued for FD&C Red No. 1 and cancelled by order (25 FR 11214) may be reissued for Ext. D&C Red No. 15.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 915-67-3"," FD&C Red No. 2",,," Delisted, formerly subject to certification"," None"," formerly Foods, Drugs, Cosmetics",," none",," &diams; AMARANTH (DYE)<br />&diams; 2,7-NAPHTHALENEDISULFONIC ACID, 3-HYDROXY-4-((4-SULFO-1-NAPHTHALENYL)AZO)-, TRISODIUM SALT<br />&diams; C.I. 16185<br />&diams; C.I. ACID RED 27<br />&diams; C.I. ACID RED 27, TRISODIUM SALT<br />&diams; C.I. FOOD RED 9<br />&diams; D&C RED NO. 2<br />&diams; EDICOL AMARANTH AS<br />&diams; FOOD RED NO. 2<br />&diams; TRISODIUM 1-(4-SULFO-1-NAPHTHYLAZO)-2-NAPHTHOL-3,6-DISULFONATE<br />&diams; TRISODIUM 3-HYDROXY-4-((4-SULFO-1-NAPHTHALENYL)AZO)-2,7-NAPHTHALENEDISULFONATE",=T("81.10"),=T("81.30"),,,,,,,,,,,,,,,,,," FID 76",07/13/1907,,,,,,,,,,,,,,," Food use."," 4 FR 1922 (at page 1925)",05/09/1939," Specifications",,,,,,,,,,,,," Food, drug and cosmetic use."," 25 FR 9759",10/12/1960," Provisional Regulation",,,,,,,,,," Provisional food, drug and cosmetic use."," 36 FR 18336",09/11/1971," Notice concerning the filing of date about specific uses"," 37 FR 13181",07/04/1972," Proposed rule, temporary tolerances"," 41 FR 5833",02/10/1976," Withdrawal of proposed rule",,,,,,,,,," Temporary tolerances for ingestion, withdrawn"," 41 FR 5823",02/10/1976," Delisting, cancellation of certificates"," 41 FR 6774",02/13/1976," Delisting, cancellation of certificates; change of effective date",,,,,,,,,,,,," Termination of provisional listing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
